title,type,description,release_year,duration,genre_id,title_platform
102 Dalmatians,Movie,"Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",2000,104 min,"Action-Adventure,",Disney Plus
12 Dates of Christmas,Movie,"Setup on a Christmas Eve date, a woman must relive the date over and over.",2011,88 min,"Comedy,",Disney Plus
"20,000 Leagues Under the Sea",Movie,Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,1954,127 min,"Action-Adventure,",Disney Plus
A Bug's Life,Movie,Flik goes in search of warriors to help battle the villainous grasshoppers.,1998,98 min,"Animation,",Disney Plus
A Goofy Movie,Movie,Goofy and Max hit the road and get up to their floppy ears in misadventure.,1995,81 min,"Action-Adventure,",Disney Plus
A Kid in King Arthur's Court,Movie,A mysterious earthquake sends a teenage boy back into medieval times.,1995,90 min,"Action-Adventure,",Disney Plus
A Knight for a Day,Movie,"Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",1946,7 min,"Animation,",Disney Plus
A Ring of Endless Light,Movie,Teenager Vicky Austin discovers that she can communicate with dolphins.,2002,88 min,Coming,Disney Plus
Aladdin (1992),Movie,"Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",1992,94 min,"Action-Adventure,",Disney Plus
Aladdin and the King of Thieves,Movie,Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,1996,86 min,"Action-Adventure,",Disney Plus
Aladdin: The Return of Jafar,Movie,Aladdin and his friends defend Agrabah from Jafar's malice.,1994,71 min,"Action-Adventure,",Disney Plus
Alice in Wonderland,Movie,Join Alice as she chases the White Rabbit into a topsy-turvy world.,1951,79 min,"Action-Adventure,",Disney Plus
Aliens of the Deep,Movie,James Cameron teams up with NASA scientists to explore undersea life.,2005,100 min,"Action-Adventure,",Disney Plus
Alley Cats Strike!,Movie,Four outcast teens with a love of bowling are thrust into the spotlight.,2000,87 min,Coming,Disney Plus
Almost Angels,Movie,A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,1962,90 min,Coming,Disney Plus
America's Heart & Soul,Movie,Journey across the U.S. to meet ordinary people living extraordinary lives.,2004,88 min,"Documentary,",Disney Plus
Amy,Movie,A young woman takes a job as a teacher in a backwoods school for the deaf.,1981,100 min,"Drama,",Disney Plus
An Extremely Goofy Movie,Movie,Goofy shows up to finish college alongside his son Max.,2000,81 min,"Animation,",Disney Plus
Andi Mack,TV Show,"Andi's life is shaken by her sister, Bex's, surprise.",2016,3 Seasons,"Comedy,",Disney Plus
Annie,Movie,Annie escapes a “hard-knock life” and finds a bighearted billionaire.,1999,91 min,"Drama,",Disney Plus
Apollo: Missions To The Moon,Movie,"With rare archival footage, this film sheds new light on an incredible time in human history.",2019,95 min,"Documentary,",Disney Plus
Atlantis Rising,Movie,Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,2017,94 min,"Documentary,",Disney Plus
Atlantis: Milo's Return,Movie,Explorers emerge from below the sea to solve threatening mysteries above.,2003,83 min,"Action-Adventure,",Disney Plus
Atlantis: The Lost Empire,Movie,Brave explorers venture under the sea seeking legendary Atlantis.,2001,98 min,"Action-Adventure,",Disney Plus
Auntie Edna,Movie,Has famous fashionista Edna Mode met her match in Jack-Jack?,2018,7 min,"Animation,",Disney Plus
Avatar,Movie,A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,2009,162 min,"Action-Adventure,",Disney Plus
Babes in the Woods,Movie,Two children wander the forest and get lured into a witch's house. See details for advisory.,1932,8 min,"Animation,",Disney Plus
Babes in Toyland,Movie,Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.,1961,106 min,"Family,",Disney Plus
Bambi,Movie,Bambi sets off with his best friends to explore the wonders of the woods.,1942,72 min,"Animation,",Disney Plus
Bambi II,Movie,"Bambi reunites with his father, The Great Prince.",2006,75 min,"Animation,",Disney Plus
Bao,Movie,A Chinese mom’s life changes when her dumpling comes alive.,2018,8 min,"Animation,",Disney Plus
Beach Picnic,Movie,Donald Duck and Pluto are at the beach. See details for advisory.,1939,9 min,"Animation,",Disney Plus
Bearly Asleep,Movie,Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.,1955,7 min,"Animation,",Disney Plus
Beauty and the Beast: Belle's Magical World,Movie,"In three short stories, see Belle make a gloomy castle fit for a princess.",1998,71 min,"Animation,",Disney Plus
Beauty and the Beast: The Enchanted Christmas,Movie,Former composer Forte threatens to keep Belle and Beast apart forever.,1997,73 min,"Animation,",Disney Plus
Beezy Bear,Movie,Donald tries to catch the bear that is stealing his honey. See details for advisory.,1955,7 min,"Animation,",Disney Plus
Before the Flood,Movie,Leonardo DiCaprio searches for answers on the issue of climate change.,2016,96 min,Documentary,Disney Plus
Benji the Hunted,Movie,Benji must navigate the wilderness while caring for orphaned cougar cubs.,1987,89 min,"Action-Adventure,",Disney Plus
Best Friends Whenever,TV Show,Best friends gain the ability to travel through time!,2015,2 Seasons,"Buddy,",Disney Plus
Big City Greens (Shorts),TV Show,Head to the big city with the Green family!,2017,1 Season,"Action-Adventure,",Disney Plus
Big Hero 6,Movie,A boy genius and his robot team up to save their city.,2014,105 min,"Action-Adventure,",Disney Plus
Big Hero 6 The Series (Shorts),TV Show,The team introduces Baymax to everyday activities.,2017,2 Seasons,"Action-Adventure,",Disney Plus
Bizarre Dinosaurs,Movie,"Which dinosaurs were the strangest of the strange, and how did they get that way?",2009,46 min,Animals,Disney Plus
Blank Check,Movie,"An 11-year-old cashes a blank check for a million bucks, with wild results.",1994,94 min,"Comedy,",Disney Plus
Boat Builders,Movie,Mickey and friends build a boat but it falls apart when christened. See details for advisory.,1938,8 min,"Animation,",Disney Plus
Bolt,Movie,Hollywood's smallest star embarks on a paws-itively awesome adventure!,2008,98 min,"Action-Adventure,",Disney Plus
Bone Bandit,Movie,Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.,1948,7 min,"Animation,",Disney Plus
Bonkers,TV Show,A washed-up cartoon star begins a new life as the first toon cop in Hollywood.,1993,1 Season,"Animation,",Disney Plus
Boundin',Movie,The musical story of a dancing sheep.,2004,6 min,"Animation,",Disney Plus
Boy Meets World,TV Show,"Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",1993,7 Seasons,"Comedy,",Disney Plus
Brave,Movie,Princess Merida must undo a beastly curse before it’s too late.,2012,94 min,"Animation,",Disney Plus
Brave Little Toaster to the Rescue,Movie,The gang tries to save their animal pals from being sent to a testing lab.,1999,75 min,"Action-Adventure,",Disney Plus
Breaking2,Movie,Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,2017,55 min,"Documentary,",Disney Plus
Brink!,Movie,An in-line skater quits his crew to join a corporate-sponsored team.,1998,90 min,Coming,Disney Plus
Brother Bear,Movie,A boy transformed into a bear makes an epic journey to become human again.,2003,90 min,"Action-Adventure,",Disney Plus
Brother Bear 2,Movie,Bear Kenai is haunted by dreams of his previous life as a human child.,2006,78 min,"Action-Adventure,",Disney Plus
Buffalo Dreams,Movie,Two teenagers are sent on a vision quest by a Navajo elder.,2005,90 min,"Buddy,",Disney Plus
Bug Juice: My Adventures at Camp,TV Show,Camp Waziyatah opens its doors for a fun summer.,2017,1 Season,Coming,Disney Plus
BURN-E,Movie,BURN-E the welding bot is locked out of the star liner.,2008,8 min,"Animation,",Disney Plus
Cadet Kelly,Movie,An artsy teen goes from fab to drab after enrolling in a military academy.,2002,100 min,"Comedy,",Disney Plus
Camp Nowhere,Movie,An actor and some teenagers create the summer camp of their dreams.,1994,96 min,"Comedy,",Disney Plus
Camp Rock,Movie,Mitchie gets the chance to spend a summer at a prestigious music camp.,2008,96 min,Coming,Disney Plus
Camp Rock 2: The Final Jam,Movie,"To save Camp Rock, Mitchie challenges Camp Star to a final jam.",2010,101 min,Coming,Disney Plus
Can of Worms,Movie,Aliens invade when a teen asks for intergalactic help to escape Earth.,1999,84 min,"Comedy,",Disney Plus
Candleshoe,Movie,A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,1978,101 min,"Comedy,",Disney Plus
Canine Caddy,Movie,Pluto caddies for Mickey on the golf course. See details for advisory.,1941,8 min,"Animation,",Disney Plus
Cars,Movie,Race car Lightning McQueen gets stranded in a small town on Route 66.,2006,117 min,"Animation,",Disney Plus
Cars 2,Movie,Lightning McQueen and Mater go overseas to compete in the World Grand Prix.,2011,107 min,"Animation,",Disney Plus
Cars 3,Movie,Lightning McQueen must face a new generation of racers.,2017,103 min,"Animation,",Disney Plus
Cars Toon: Air Mater,Movie,Mater’s decision to fly lands him at a big airshow.,2011,5 min,"Animation,",Disney Plus
Cars Toon: Heavy Metal Mater,Movie,Mater is a rock star in a heavy metal band.,2010,5 min,"Animation,",Disney Plus
Cars Toon: Hiccups,Movie,Lighting McQueen gets the hiccups.,2013,3 min,"Animation,",Disney Plus
Cars Toon: Mater Private Eye,Movie,Mater searches for clues on a major crime scene.,2010,6 min,"Animation,",Disney Plus
Cars Toon: Mater the Greater,Movie,Mater the Greater is a famous daredevil.,2008,5 min,"Animation,",Disney Plus
Cars Toon: Monster Truck Mater,Movie,Mater is a monster truck wrestler.,2010,6 min,"Animation,",Disney Plus
Cars Toon: The Radiator Springs 500 1/2,Movie,Baja racers descend on Radiator Springs.,2014,6 min,"Animation,",Disney Plus
Casebusters,Movie,Sibling sleuths investigate a crime that threatens their family business.,1986,46 min,"Drama,",Disney Plus
Cheetah,Movie,American teens traverse the African desert to rescue their adopted cheetah.,1989,84 min,"Action-Adventure,",Disney Plus
Chef Donald,Movie,Donald is inspired by a radio program to make waffles. See details for advisory.,1941,8 min,"Animation,",Disney Plus
Chicken Little,Movie,"When disaster strikes, Chicken Little hatches a plan to save the day.",2005,84 min,"Animation,",Disney Plus
Chip 'n Dale's Rescue Rangers,TV Show,Chip and Dale head a small group of animal characters who monitor the human and animal communities.,1989,1 Season,"Action-Adventure,",Disney Plus
Chip an' Dale,Movie,Chip and Dale have to save their home from Donald Duck. See details for advisory.,1947,7 min,"Animation,",Disney Plus
Cinderella,Movie,Cinderella's enchanted evening must end when a spell is broken at midnight.,1950,77 min,"Animation,",Disney Plus
Cinderella II: Dreams Come True,Movie,"Three royal tales, featuring Cinderella and her life in the palace.",2002,77 min,"Animation,",Disney Plus
Cinderella III: A Twist in Time,Movie,Cinderella's stepmother steals a magic wand and turns back time.,2007,79 min,"Animation,",Disney Plus
Clock Cleaners,Movie,"Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",1937,9 min,"Animation,",Disney Plus
Cloud 9,Movie,Two unlikely friends must overcome self-doubt to achieve their dreams.,2014,89 min,Sports,Disney Plus
College Road Trip,Movie,An overprotective dad joins his daughter in search of the perfect college.,2008,84 min,"Comedy,",Disney Plus
Confessions of a Teenage Drama Queen,Movie,A dramatic teen moves…and finds her new school already has a drama queen.,2004,91 min,"Comedy,",Disney Plus
Coop & Cami Ask The World (Shorts),TV Show,"Cooper and Cami Wrather co-host ""Would You Wrather.""",2018,1 Season,"Comedy,",Disney Plus
Corn Chips,Movie,"Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",1951,7 min,"Animation,",Disney Plus
Cow Belles,Movie,Two ultra-spoiled sisters are put to work in their father's dairy.,2006,91 min,"Comedy,",Disney Plus
Crash & Bernstein,TV Show,"The only boy in a family, Wyatt creates a puppet brother.",2012,2 Seasons,"Comedy,",Disney Plus
Dadnapped,Movie,Melissa Morris is due for adventure when her novelist father goes missing.,2009,85 min,"Comedy,",Disney Plus
Darby O'Gill and the Little People,Movie,"Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",1959,91 min,"Family,",Disney Plus
Darkwing Duck,TV Show,"Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack.",1991,2 Seasons,"Action-Adventure,",Disney Plus
Davy Crockett and the River Pirates,Movie,Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,1956,81 min,"Action-Adventure,",Disney Plus
"Davy Crockett, King of the Wild Frontier",Movie,"Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory.",1955,93 min,"Action-Adventure,",Disney Plus
Day & Night,Movie,"When Day and Night meet each other, sparks fly!",2010,8 min,"Animation,",Disney Plus
Decorating Disney: Holiday Magic,Movie,Disney Parks become the Merriest Places on Earth.,2017,42 min,"Documentary,",Disney Plus
Deep Blue,Movie,Join an epic underwater exploration into the secret lives of sea creatures.,2005,91 min,Animals,Disney Plus
Descendants 2,Movie,"Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter.",2017,114 min,Coming,Disney Plus
Diary Of A Wimpy Kid,Movie,"Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",2010,93 min,"Comedy,",Disney Plus
Dinosaur,Movie,An orphaned dinosaur joins others after a meteor destroys his home.,2000,84 min,"Action-Adventure,",Disney Plus
Disney Adventures in Babysitting,Movie,Rival babysitters join forces to search the city for a kid who’s snuck out.,2016,95 min,"Action-Adventure,",Disney Plus
Disney Avalon High,Movie,Allie is convinced that her new high school is a contemporary Camelot.,2010,91 min,Coming,Disney Plus
Disney Bad Hair Day,Movie,Monica's prom day starts with bad hair…but ends with a great adventure.,2015,93 min,"Buddy,",Disney Plus
Disney Bizaardvark,TV Show,Paige and Frankie produce an online comedy channel.,2015,3 Seasons,"Buddy,",Disney Plus
Disney Den Brother,Movie,A hockey star hangs up his skates and becomes a substitute scoutmaster.,2010,90 min,"Comedy,",Disney Plus
Disney Descendants,Movie,The kids of Disney villains are given a shot at redemption at Auradon Prep.,2015,114 min,Coming,Disney Plus
Disney Descendants Wicked World (Shorts),TV Show,Descendants continues with new animated shorts!,2015,2 Seasons,"Animation,",Disney Plus
Disney DuckTales (Shorts),TV Show,The McDuck family welcomes you to Duckburg!,2016,1 Season,"Action-Adventure,",Disney Plus
Disney Evermoor,TV Show,Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.,2017,1 Season,Series,Disney Plus
Disney Family Sundays,TV Show,Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.,2019,1 Season,"Anthology,",Disney Plus
Disney Fast Layne,TV Show,Twelve-year-old Layne Reed discovers a talking car.,2018,1 Season,"Action-Adventure,",Disney Plus
Disney Girl vs. Monster,Movie,The daughter of two monster-hunters must take on a monster of her own.,2012,90 min,"Action-Adventure,",Disney Plus
Disney Gravity Falls,TV Show,Dipper and Mabel spend the summer with Grunkle Stan.,2011,2 Seasons,"Action-Adventure,",Disney Plus
Disney Gravity Falls (Shorts),TV Show,Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.,2012,1 Season,"Animation,",Disney Plus
Disney Jake and the Never Land Pirates,TV Show,Jake sails for a treasure hunt against Captain Hook.,2010,4 Seasons,"Action-Adventure,",Disney Plus
Disney JONAS,TV Show,"JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols.",2008,2 Seasons,"Comedy,",Disney Plus
Disney Junior Music Nursery Rhymes,TV Show,Nursery Rhymes re-imagined with Disney Junior!,2017,2 Seasons,"Animation,",Disney Plus
Disney K.C. Undercover,TV Show,K.C. joins her spy family as its newest secret agent.,2014,3 Seasons,"Action-Adventure,",Disney Plus
Disney Lab Rats: Elite Force,TV Show,The Lab Rats join forces with the Mighty Med team.,2015,1 Season,"Action-Adventure,",Disney Plus
Disney Legend of the Three Caballeros,TV Show,"Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.",2017,1 Season,"Action-Adventure,",Disney Plus
Disney Mickey Mouse Clubhouse,TV Show,Mickey leads kids on an interactive adventure of learning.,2005,5 Seasons,"Animation,",Disney Plus
Disney Milo Murphy's Law,TV Show,"Around Milo, anything that can go wrong, will.",2016,2 Seasons,"Action-Adventure,",Disney Plus
Disney Minnie's Bow-Toons (Shorts),TV Show,Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.,2011,3 Seasons,"Animation,",Disney Plus
Disney Stuck In The Middle,TV Show,Harley is stuck in the middle of a family with 7 kids!,2015,3 Seasons,"Comedy,",Disney Plus
Disney Take Two With Phineas And Ferb (Shorts),TV Show,Real-life celebrities are interviewed by Phineas and Ferb.,2010,1 Season,"Animation,",Disney Plus
Disney Tangled: The Series - Short Cuts,TV Show,Get to know the colorful residents of Corona.,2016,1 Season,"Action-Adventure,",Disney Plus
Disney Under The Sea: A Descendants Short Story,Movie,Mal emerges from the forest where she meets Dizzy.,2018,10 min,"Fantasy,",Disney Plus
Disney's Adventures Of The Gummi Bears,TV Show,The magical Gummi Bears discover their rich history.,1985,6 Seasons,"Action-Adventure,",Disney Plus
Disney's Doug,TV Show,"Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.",1996,3 Seasons,"Animation,",Disney Plus
Disney's Fairy Tale Weddings,Movie,A look at the magical weddings at Disney Destinations.,2017,64 min,"Family,",Disney Plus
Disney's Fairy Tale Weddings: Holiday Magic,Movie,Holiday Disney weddings and proposals.,2017,42 min,"Family,",Disney Plus
Disney's Hercules: The Animated Series,TV Show,Follow Herc's many labors during the years he spent training on how to be a hero.,1998,1 Season,"Action-Adventure,",Disney Plus
Disney's Kim Possible,TV Show,"Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.",2001,4 Seasons,"Action-Adventure,",Disney Plus
Disney's Little Einsteins,TV Show,This innovative new series provides preschoolers with new ways to hear and see music and art.,2005,2 Seasons,"Action-Adventure,",Disney Plus
Disney's Mighty Ducks,TV Show,Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.,1996,1 Season,"Action-Adventure,",Disney Plus
Disney's Recess,TV Show,A portrayal of life at Third Street Elementary School.,1997,3 Seasons,"Animation,",Disney Plus
Disney's The Emperor's New School,TV Show,"Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.",2005,2 Seasons,"Animation,",Disney Plus
Disney's The Kid,Movie,A man's life is upended when he meets an 8-year-old version of himself.,2000,105 min,"Comedy,",Disney Plus
Disney's The Little Mermaid (Series),TV Show,"Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.",1992,3 Seasons,"Action-Adventure,",Disney Plus
Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Movie,Walt Disney talks about Disneyland in 1966. See details for advisory.,1966,51 min,"Documentary,",Disney Plus
Disneynature African Cats,Movie,Come face-to-face with the wildly majestic African lions of the savanna.,2011,90 min,Animals,Disney Plus
Disneynature Bears,Movie,A mother bear teaches her two impressionable cubs important life lessons.,2014,78 min,Animals,Disney Plus
Disneynature Born in China,Movie,Embrace the beauty of China's vast terrain – and the life that inhabits it.,2017,81 min,Animals,Disney Plus
Disneynature Chimpanzee,Movie,Meet a remarkable young chimpanzee who sees his world as his playground.,2012,79 min,Animals,Disney Plus
Disneynature Crimson Wing,Movie,A million flamingos struggle to survive in the remote Tanzanian wilderness.,2008,78 min,Animals,Disney Plus
Disneynature Monkey Kingdom,Movie,"Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",2015,82 min,Animals,Disney Plus
Disneynature Wings of Life,Movie,"An intimate look at butterflies, hummingbirds, bees, bats and flowers.",2011,81 min,Animals,Disney Plus
Dog Whisperer with Cesar Millan,TV Show,World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,2004,6 Seasons,Animals,Disney Plus
Don't Look Under the Bed,Movie,Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,1999,93 min,Coming,Disney Plus
Donald's Golf Game,Movie,Donald tries to impress his nephews at golfing. See details for advisory.,1938,8 min,"Animation,",Disney Plus
Donald's Tire Trouble,Movie,Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,1943,8 min,"Animation,",Disney Plus
Double Teamed,Movie,The WNBA's Burge twins inspire this film about sisterhood and teamwork.,2002,93 min,"Biographical,",Disney Plus
Doug's 1st Movie,Movie,"Doug and his friends discover the ""monster"" of Lucky Duck Lake.",1999,80 min,"Animation,",Disney Plus
"Dr. T, Lone Star Vet",TV Show,"Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",2019,1 Season,"Docuseries,",Disney Plus
DuckTales The Movie: Treasure of the Lost Lamp,Movie,Scrooge and his nephews search for the long-lost loot of Collie Baba.,1990,75 min,"Action-Adventure,",Disney Plus
Dug's Special Mission,Movie,Dug finds where he belongs is not where he's been looking.,2009,6 min,"Animation,",Disney Plus
Dumbo,Movie,A flying elephant helps show that differences and family can be cherished.,2019,117 min,"Action-Adventure,",Disney Plus
Early to Bed,Movie,A ticking alarm clock keeps Donald awake. See details for advisory.,1941,9 min,"Animation,",Disney Plus
Earth Live,Movie,"Earth Live gives viewers a unique, live view of wildlife around the world.",2017,94 min,Animals,Disney Plus
Easter Island Unsolved,Movie,"Easter Island is a riddle, and its mysterious past may hold clues to its future.",2018,45 min,"Documentary,",Disney Plus
Eddie's Million Dollar Cook-off,Movie,A baseball prodigy swings for the culinary fences in a cooking competition.,2003,86 min,"Comedy,",Disney Plus
Eight Below,Movie,An Antarctic storm threatens eight sled dogs alone in the wilderness.,2006,122 min,"Action-Adventure,",Disney Plus
Elena of Avalor (Shorts),TV Show,Elena travels to Vallestrella and trains with Zuzo!,2017,2 Seasons,"Action-Adventure,",Disney Plus
Emil and the Detectives,Movie,"When a young boy's money is stolen, the search is on for the thief.",1964,98 min,"Action-Adventure,",Disney Plus
Empire of Dreams: The Story of the Star Wars Trilogy,Movie,"Explore the creation of Star Wars, a saga few thought could ever be made.",2004,151 min,Documentary,Disney Plus
Encore!,TV Show,Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.,2019,1 Season,"Music,",Disney Plus
Escape to Witch Mountain,Movie,Two orphans with supernatural powers discover their mysterious past.,1975,98 min,"Action-Adventure,",Disney Plus
Even Stevens,TV Show,"Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family.",2000,3 Seasons,"Comedy,",Disney Plus
Expedition Mars: Spirit & Opportunity,Movie,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.",2019,88 min,Documentary,Disney Plus
Fantasia,Movie,Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,1940,126 min,"Animation,",Disney Plus
Fantasia 2000,Movie,A modern update of the Disney classic with new music and animation.,2000,76 min,"Animation,",Disney Plus
Fantastic Four (Series),TV Show,"Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four.",1994,1 Season,"Action-Adventure,",Disney Plus
Fantastic Four: World's Greatest Heroes,TV Show,"Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes.",2007,1 Season,"Action-Adventure,",Disney Plus
Ferdinand the Bull,Movie,Ferdinand only wants to stop and smell the flowers. See details for advisory.,1938,8 min,"Animation,",Disney Plus
Finding Dory,Movie,Dory sets off on a life-changing adventure to find her family.,2016,98 min,"Action-Adventure,",Disney Plus
Finding Nemo,Movie,Marlin makes an epic journey to bring Nemo home when he's taken by divers.,2003,103 min,"Action-Adventure,",Disney Plus
First Kid,Movie,A wisecracking Secret Service agent is assigned to the President's son.,1996,102 min,"Buddy,",Disney Plus
Flight of the Navigator,Movie,A boy mysteriously gains knowledge of the farthest reaches of the universe.,1986,90 min,"Action-Adventure,",Disney Plus
Float,Movie,"A father hides his unusual son, and then must face the consequences.",2019,10 min,"Animation,",Disney Plus
Flowers and Trees,Movie,"It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.",1932,8 min,"Animation,",Disney Plus
Flubber,Movie,Phillip hopes his super-bouncy goo will save his college and his wedding.,1997,96 min,"Comedy,",Disney Plus
Food for Feudin',Movie,The chipmunks and Pluto battle over a supply of nuts. See details for advisory.,1950,7 min,"Animation,",Disney Plus
For the Birds,Movie,Small birds mock a big bird who tries to sit with them,2001,4 min,"Animation,",Disney Plus
Forky Asks a Question: What is Money?,Movie,Hamm attempts to give Forky a lesson on how the US monetary system works.,2019,6 min,"Animation,",Disney Plus
Frank and Ollie,Movie,Share the story of famed Disney animators Frank Thomas and Ollie Johnston.,1995,89 min,"Biographical,",Disney Plus
Frankenweenie (Short),Movie,Victor harnesses the power of science to bring his dog Sparky back to life.,1984,27 min,"Drama,",Disney Plus
Freaky Friday,Movie,A mother and daughter see things a bit differently when they switch bodies.,2003,98 min,"Comedy,",Disney Plus
Free Solo,Movie,Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.,2018,101 min,"Action-Adventure,",Disney Plus
Frenemies,Movie,Three very different sets of friends experience growing pains.,2012,88 min,"Anthology,",Disney Plus
Frozen,Movie,"Anna and Kristoff brave the elements, racing to save Elsa and the kingdom.",2013,105 min,"Animation,",Disney Plus
Full-Court Miracle,Movie,A former college star is convinced to coach a winless basketball team.,2003,95 min,Coming,Disney Plus
Fun and Fancy Free,Movie,"Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket.",1947,74 min,"Action-Adventure,",Disney Plus
Fuzzbucket,Movie,An invisible creature helps Mikey cope with junior high and family drama.,1986,46 min,"Buddy,",Disney Plus
Gargoyles,TV Show,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle.",1994,3 Seasons,"Action-Adventure,",Disney Plus
Geek Charming,Movie,Popular Dylan wants film geek Josh to help her be crowned Blossom Queen.,2011,99 min,"Comedy,",Disney Plus
Genius,Movie,A teen genius juggles the roles of college student and junior high bad boy.,1999,86 min,"Comedy,",Disney Plus
George & A.J.,Movie,Two nurses try to escort seniors to the nursing home.,2009,4 min,"Animation,",Disney Plus
Geri's Game,Movie,Geri plays a daylong game of chess against himself.,1997,5 min,"Animation,",Disney Plus
Get a Clue,Movie,A teenage gossip columnist takes on the case of her missing teacher.,2002,84 min,"Drama,",Disney Plus
Giants of the Deep Blue,Movie,Go beneath the surface of the sea for an extraordinary look at whales and dolphins.,2018,45 min,Animals,Disney Plus
Girl Meets World,TV Show,Riley and Maya traverse the twists of teenage years.,2013,3 Seasons,"Comedy,",Disney Plus
Go Figure,Movie,A girl must embrace hockey if she wants to become a champion ice skater.,2005,89 min,Coming,Disney Plus
Going to the Mat,Movie,"At a new school, Jace overcomes his blindness through a love of wrestling.",2004,92 min,Coming,Disney Plus
Good Luck Charlie,TV Show,The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie,2009,4 Seasons,"Comedy,",Disney Plus
"Good Luck Charlie, It's Christmas!",Movie,The Duncans need a miracle of their own to reunite in time for Christmas.,2011,82 min,"Comedy,",Disney Plus
Goof Troop,TV Show,"Goofy is a single father raising his son, Max in Spoonerville.",1992,1 Season,"Animation,",Disney Plus
Gotta Kick it Up,Movie,A new coach and her middle school dance team surprise all their doubters.,2002,85 min,Coming,Disney Plus
Grand Canyonscope,Movie,A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory.,1954,7 min,"Animation,",Disney Plus
Grasshopper and the Ants,Movie,A grasshopper learns a lesson about hard work. See details for advisory.,1934,8 min,"Animation,",Disney Plus
Great Migrations,TV Show,An intimate and unprecedented view of animal migrations across the globe.,2010,1 Season,Animals,Disney Plus
Greyfriars Bobby,Movie,The story of friendship forged between a shepherd and his devoted dog.,1961,91 min,Animals,Disney Plus
Gus,Movie,A football team welcomes their newest member... a placekicking mule.,1976,97 min,Animals,Disney Plus
Halloweentown,Movie,Marnie and her siblings discover their spooky heritage in Halloweentown.,1998,84 min,"Action-Adventure,",Disney Plus
Halloweentown High,Movie,Marnie's magic is on the line as Halloweentown kids transfer to her school.,2004,83 min,"Action-Adventure,",Disney Plus
Halloweentown II: Kalabar's Revenge,Movie,A warlock with a devious plan has stripped Halloweentown of its magic.,2001,81 min,"Action-Adventure,",Disney Plus
Handy Manny,TV Show,"Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood.",2006,3 Seasons,"Animation,",Disney Plus
